id,name,permitID,country_code,NACE number,NACE name,Latitude,Longitude,Emission rank 2023,EU,EIGL sector,Industry,Emissions 2023 (Mt),Emissions 2022 (Mt),x,y
IT_1068,CENTRALE DI GISSI,IT-A-1526,IT,3511.0,Production of electricity,42.0497,14.5638,549,Y,Production of electricity,N,0.451843,0.731555,1621234.8000150856,5168427.172803439
IT_1245,Centrale a ciclo combinato di Aprilia,IT-A-1689,IT,3500.0,Production of electricity,41.5494,12.6308,558,Y,Production of electricity,N,0.436979,0.547519,1406054.2243116824,5093718.919294617
IT_362,Raffineria api di Falconara Marittima,IT-A-561,IT,1920.0,Refineries & petrochemical industry,43.6395,13.3813,560,Y,Refining,Y,0.435468,0.438586,1489599.502152039,5409822.414697517
IT_187,Acciaieria Arvedi S.p.A.,IT-A-230,IT,2410.0,Iron & steel,45.1494,9.9469,563,Y,Iron & steel,Y,0.434844,0.406891,1107283.842971616,5645072.203088623
IT_578,Cementeria di Fanna,IT-A-844,IT,2351.0,Non-metallic minerals,46.1778,12.7394,577,Y,Cement,Y,0.423066,0.315027,1418143.5210118345,5808887.718885716
IT_1031,Rizziconi Energia,IT-A-1535,IT,3511.0,Production of electricity,38.4408,15.9735,583,Y,Production of electricity,N,0.417071,0.743911,1778161.886186362,4641884.586885393
IT_145,Dalmine S.p.A.-Stabilimento di Dalmine,IT-A-174,IT,2420.0,Iron & steel,45.6425,9.5969,600,Y,Iron & steel,Y,0.40251,0.346499,1068322.021193974,5723243.513676779
IT_415,RASSINA,IT-A-628,IT,2351.0,Non-metallic minerals,43.6581,11.8367,601,Y,Cement,Y,0.40231,0.397954,1317655.4166727485,5412683.92335466
IT_311,CENTRALE TERMOELETTRICA DI PIACENZA LEVANTE,IT-A-391,IT,3511.0,Production of electricity,45.0545,9.7104,609,Y,Production of electricity,N,0.395927,0.675305,1080956.7833990094,5630105.4802842075
IT_555,Cementeria di Augusta,IT-A-819,IT,2351.0,Non-metallic minerals,37.194444,15.180555,610,Y,Cement,Y,0.395619,0.419549,1689891.652559286,4466244.540268169
IT_956,Candela,IT-A-1252,IT,3511.0,Production of electricity,41.2018,15.4759,615,Y,Production of electricity,N,0.393501,0.696479,1722769.307567625,5042152.839111796
IT_520,Stabilimento Versalis di Brindisi,IT-A-767,IT,2014.0,Chemical & petrochemical,40.6395,18.0022,618,Y,Chemicals,Y,0.391612,0.420161,2003995.7371586775,4959312.535656052
IT_526,Italcementi-Cementeria di Matera,IT-A-778,IT,2351.0,Non-metallic minerals,40.6753,16.6569,619,Y,Cement,Y,0.390621,0.394573,1854237.6261944857,4964565.815756563
IT_442,Cementeria di Guidonia,IT-A-672,IT,2351.0,Non-metallic minerals,42.0001,12.7167,628,Y,Cement,Y,0.38377,0.476931,1415616.5685708283,5160994.423576582
IT_281,Cementeria di Monselice,IT-A-350,IT,2351.0,Non-metallic minerals,45.2542,11.7517,660,Y,Cement,Y,0.349657,0.348628,1308193.2599553163,5661629.24287967
IT_79,Centrale Termoelettrica Vado Ligure,IT-A-98,IT,3511.0,Production of electricity,44.2766,8.4308,662,Y,Production of electricity,N,0.348269,1.070746,938512.3629799346,5508346.924764811
IT_542,MILAZZO,IT-A-803,IT,3511.0,Production of electricity,38.1977,15.268,667,Y,Production of electricity,N,0.344103,0.351761,1699625.985431704,4607391.960911761
IT_427,GHIGIANO,IT-A-648,IT,2351.0,Non-metallic minerals,43.2844,12.6178,676,Y,Cement,Y,0.336074,0.301883,1404607.0709313722,5355361.101720753
IT_258,Cementeria di Pederobba,IT-A-318,IT,2351.0,Non-metallic minerals,45.877777,11.966666,680,Y,Cement,Y,0.332973,0.333945,1332123.1656131835,5760784.485176901
IT_310,Cementeria di Piacenza,IT-A-390,IT,2351.0,Non-metallic minerals,45.0497,9.7186,682,Y,Cement,Y,0.330208,0.382199,1081869.6032235126,5629349.130448064
IT_506,Cementeria di Barletta,IT-A-750,IT,2351.0,Non-metallic minerals,41.3167,16.2892,687,Y,Cement,Y,0.326745,0.275506,1813305.4494297977,5059167.668796018
IT_440,Italcementi-Cementeria di Colleferro,IT-A-668,IT,2351.0,Non-metallic minerals,41.7367,13.0042,690,Y,Cement,Y,0.326434,0.327223,1447620.922173891,5121619.617381569
IT_435,Sito produttivo di Terni,IT-A-662,IT,2410.0,Iron & steel,42.5667,12.6667,716,Y,Iron & steel,Y,0.306687,0.347735,1410050.5940311635,5246250.012246337
IT_301,Centrale Termoelettrica di Monfalcone,IT-A-380,IT,3511.0,Production of electricity,45.7969,13.5455,717,Y,Production of electricity,N,0.305627,0.651035,1507878.162540294,5747861.824415232
IT_564,CENTRALE TERMOELETTRICA DI PRIOLO GARGALLO,IT-A-828,IT,3511.0,Production of electricity,37.1399,15.2164,721,Y,Production of electricity,N,0.302513,0.258232,1693881.8997067704,4458625.024430791
IT_217543,Presenzano,IT-A-2491,IT,3530.0,Production of steam,41.375996,14.0779726,728,Y,Production of steam,N,0.301093,0.00846,1567152.741233665,5067960.179171167
IT_513,Raffineria di Taranto,IT-A-760,IT,3511.0,Production of electricity,40.4892,17.193,731,Y,Production of electricity,N,0.298915,0.293027,1913916.0052087568,4937288.239027451
IT_45,Centrale di Cogenerazione,IT-A-52,IT,3511.0,Production of electricity,45.4406,8.6166,732,Y,Production of electricity,N,0.298723,0.291576,959195.524369328,5691153.703909241
IT_268,Raffineria di Venezia,IT-A-335,IT,1920.0,Refineries & petrochemical industry,45.4594,12.2667,740,Y,Refining,Y,0.29589,0.337511,1365522.797713857,5694136.900924797
IT_387,PORCARI,IT-A-591,IT,3511.0,Production of electricity,43.8233,10.6002,743,Y,Production of electricity,N,0.294337,0.313636,1180008.866306862,5438138.046301212
IT_403,Raffineria di Livorno,IT-A-613,IT,1920.0,Refineries & petrochemical industry,43.5872,10.3365,759,Y,Refining,Y,0.281522,0.191818,1150653.9165846787,5401781.088453071
IT_553,RAGUSA,IT-A-817,IT,2351.0,Non-metallic minerals,36.903055,14.725277,760,Y,Cement,Y,0.281353,0.322083,1639210.33742991,4425602.505314717
IT_404,Raffineria di Livorno - CTE,IT-A-614,IT,3511.0,Production of electricity,43.5879,10.3413,773,Y,Production of electricity,N,0.273351,0.260738,1151188.2501404854,5401888.669993404
IT_536,Italcementi-Cementeria di Isola delle Femmine,IT-A-797,IT,2351.0,Non-metallic minerals,38.190833,13.2503,788,Y,Cement,Y,0.263673,0.283188,1475016.6488581172,4606419.301940966
IT_759,SASOL ITALY - STABILIMENTO DI AUGUSTA,IT-A-1153,IT,2014.0,Chemical & petrochemical,37.2191,15.1752,794,Y,Chemicals,Y,0.261391,0.329377,1689295.5366860935,4469690.6627889825
IT_297,Acciaierie Bertoli Safau S.p.A.,IT-A-370,IT,2410.0,Iron & steel,46.0067,13.2534,803,Y,Iron & steel,Y,0.259007,0.238956,1475361.7392795782,5781422.9649674315
IT_794,STABILIMENTO ROSIGNANO MARITTIMO (LI),IT-A-1192,IT,2013.0,Chemical & petrochemical,43.3818,10.4504,806,Y,Chemicals,Y,0.25753,0.291913,1163333.2065860326,5370267.443874109
IT_957,Centrale di Teverola,IT-A-1472,IT,3511.0,Production of electricity,45.46442485,9.20608155,807,Y,Production of electricity,N,0.25691,0.338269,1024816.3102360348,5694934.416046085
IT_83,Iplom S.p.A. - Raffineria di Busalla,IT-A-103,IT,1920.0,Refineries & petrochemical industry,44.5752,8.9466,813,Y,Refining,Y,0.252794,0.282677,995930.9563311064,5554891.509501637
IT_1073,Marcegaglia Ravenna S.p.A.,IT-A-1552,IT,2410.0,Iron & steel,44.4681,12.2444,823,Y,Iron & steel,Y,0.247153,0.185419,1363040.3730691636,5538169.820602202
IT_832,CEMENTERIA COSTANTINOPOLI SRL,IT-A-1240,IT,2351.0,Non-metallic minerals,40.9497,15.6736,825,Y,Cement,Y,0.246154,0.257538,1744777.1708974552,5004925.253924867
IT_469,Centrale Termoelettrica Napoli,IT-A-705,IT,3511.0,Production of electricity,40.834,14.301,831,Y,Production of electricity,N,0.243867,0.510977,1591980.0378346103,4987887.449077644
IT_909,Unicalce - Stabilimento di Brembilla,IT-A-1354,IT,2352.0,Non-metallic minerals,45.7886,9.6261,863,Y,Lime,Y,0.231572,0.228593,1071572.5503251378,5746536.698457893
IT_201295,11479,0,IT,5100.0,Domestic aviation,,,865,Y,No EIGL,N,0.231158,0.152353,,
IT_547,Raffineria di Gela S.P.A.,IT-A-808,IT,1920.0,Refineries & petrochemical industry,37.0588975,14.2612156,905,Y,Refining,Y,0.211194,0.164466,1587551.258685097,4447319.521932032
IT_1004,Ferrero Industriale Italia,IT-A-1507,IT,3511.0,Production of electricity,44.7039,8.0272,907,Y,Production of electricity,N,0.209288,0.20174,893583.8164957713,5575026.432730439
IT_1049,Orion Engineered Carbons Srl S.r.l.,IT-A-1536,IT,2013.0,Chemical & petrochemical,44.4333,12.2333,914,Y,Chemicals,Y,0.207815,0.229092,1361804.7267213585,5532743.049360339
IT_430,CENTRALE TERMOELETTRICA DI PIETRAFITTA,IT-A-652,IT,3511.0,Production of electricity,42.9946,12.2003,917,Y,Production of electricity,N,0.206253,0.248824,1358131.1835251786,5311149.947998773
IT_983,UNITA' PRODUTTIVA DI MONTICHIARI,IT-A-1436,IT,2352.0,Non-metallic minerals,45.4594,10.3316,924,Y,Lime,Y,0.203439,0.216088,1150108.4510797893,5694136.900924797
IT_864,STABILIMENTO DI TAVERNOLA BERGAMASCA,IT-A-1286,IT,2351.0,Non-metallic minerals,45.7167,10.0333,952,Y,Cement,Y,0.195292,0.240347,1116901.8469761575,5735065.84364252
IT_522,GALATINA,IT-A-770,IT,2351.0,Non-metallic minerals,40.1678,18.1997,964,Y,Cement,Y,0.192643,0.268253,2025981.336590348,4890356.563740458
IT_261,FORNI PER PRODUZIONE CALCE,IT-A-328,IT,2352.0,Non-metallic minerals,45.81583,12.25972,966,Y,Lime,Y,0.192233,0.186942,1364745.78766812,5750884.808139838
IT_1098,Centrale a ciclo combinato di Modugno,IT-A-1257,IT,3511.0,Production of electricity,41.1024,16.7564,971,Y,Production of electricity,N,0.191009,0.438225,1865313.9155284136,5027457.393494199
IT_563,CTE RAFFINERIA ISAB IMPIANTI SUD,IT-A-827,IT,3511.0,Production of electricity,37.1291,15.2022,975,Y,Production of electricity,N,0.189774,0.200116,1692301.1629375103,4457116.971891176
IT_438,Centrale Termoelettrica Torrevaldaliga,IT-A-666,IT,3511.0,Production of electricity,42.1275,11.7586,980,Y,Production of electricity,N,0.187297,0.540248,1308961.3644417932,5180097.500981578
IT_1046,Cabot Italiana SpA,IT-A-1538,IT,2013.0,Chemical & petrochemical,44.45,12.25,984,Y,Chemicals,Y,0.186766,0.204097,1363663.7622176076,5535346.87226348
IT_205605,Portovesme s.r.l. Stabilimento di Portovesme,IT-A-2185,IT,2443.0,Non-ferrous metals,39.2091,8.4079,1000,Y,Non-ferrous metals,Y,0.183384,0.235415,935963.1466407694,4751667.765703569
IT_65,VERZUOLO,IT-A-78,IT,3511.0,Production of electricity,44.5942,7.4847,1010,Y,Production of electricity,N,0.180557,0.200333,833192.9927404183,5557861.223349084
IT_296,Ferriere Nord Spa - Stabilimento di Osoppo,IT-A-368,IT,2410.0,Iron & steel,46.2306,13.0778,1024,Y,Iron & steel,Y,0.17671,0.173952,1455814.0366962757,5817380.353558028
IT_70,ROQUETTE ITALIA S.p.A.,IT-A-85,IT,1062.0,"Food, beverages & tobacco",44.75771595,8.85615888,1030,Y,No EIGL,Y,0.175845,0.241106,985863.0974625332,5583459.127558855
IT_985,Centrale a ciclo combinato di Termoli,IT-A-1256,IT,3511.0,Production of electricity,41.9372,15.0005,1036,Y,Production of electricity,N,0.174341,0.408944,1669848.0216445052,5151576.945645581
IT_479,CEMENTERIA DI CAGNANO AMITERNO,IT-A-718,IT,2351.0,Non-metallic minerals,42.46361,13.25861,1038,Y,Cement,Y,0.17395,0.160242,1475941.7138266086,5230680.955089013
IT_1072,Alto Garda Power,IT-A-1540,IT,3511.0,Production of electricity,45.887,10.853472,1061,Y,Production of electricity,N,0.166831,0.17211,1208202.97637906,5762259.345482354
IT_210593,CENTRO OLIO TEMPA ROSSA,IT-A-2445,IT,3530.0,Production of steam,40.4101,16.0871,1069,Y,Production of steam,N,0.163581,0.172764,1790807.7803404797,4925717.087071936
IT_818,Stabilimento di Narni,IT-A-1225,IT,2352.0,Non-metallic minerals,42.4795,12.5315,1087,Y,Lime,Y,0.159502,0.163348,1395000.1988759134,5233079.0521484325
IT_992,CALMECEMENTI,IT-A-1471,IT,2351.0,Non-metallic minerals,38.9141,16.4489,1111,Y,Cement,Y,0.153984,0.145533,1831083.172109482,4709374.593145902
IT_540,Centrale di compressione gas di Messina,IT-A-801,IT,4950.0,Pipeline transport,38.1937335,15.5542057,1122,Y,No EIGL,N,0.151061,0.131191,1731486.258217841,4606830.124791627
IT_605,DOLOMITE FRANCHI S.p.A.,IT-A-891,IT,2320.0,Non-metallic minerals,45.737778,10.093611,1128,Y,Ceramics & Refractory,Y,0.149643,0.178011,1123615.6367853922,5738427.076183822
IT_567,Cementeria di Siniscola,IT-A-831,IT,2351.0,Non-metallic minerals,40.5425,9.7192,1132,Y,Cement,Y,0.149276,0.145467,1081936.394917991,4945092.927668115
IT_221,PRODUZIONE CALCE VIVA CERAINO,IT-A-268,IT,2352.0,Non-metallic minerals,45.5792,10.8333,1148,Y,Lime,Y,0.145472,0.147613,1205957.439610778,5713170.257744345
IT_322,RETE 2,IT-A-429,IT,3530.0,Production of steam,44.7,10.6167,1149,Y,Production of steam,N,0.143941,0.141959,1181845.6379049516,5574415.626655296
IT_202087,Impianto Idrogeno,IT-A-2087,IT,2011.0,Chemical & petrochemical,37.167,15.1973,1156,Y,Chemicals,Y,0.142678,0.157584,1691755.6974326211,4462410.067463367
IT_1082,cogenerazione elyo presso michelin cuneo,IT-A-1583,IT,3511.0,Production of electricity,44.4378,7.5678,1161,Y,Production of electricity,N,0.140766,0.149318,842443.6424253394,5533444.605034128
IT_287,Castelmassa,IT-A-358,IT,3530.0,Production of steam,45.02311681,11.31754172,1170,Y,Production of steam,N,0.138287,0.157929,1259862.981302037,5625161.489263598
IT_1052,Birla Carbon Italy s.r.l.,IT-A-1539,IT,2013.0,Chemical & petrochemical,45.4348,8.7951,1185,Y,Chemicals,Y,0.134796,0.14795,979066.0534759256,5690233.556544607
IT_12,Munksjo Italia S.p.A. - Stabilimento di Mathi,IT-A-13,IT,1712.0,"Paper, pulp & printing",45.2533,7.5397,1188,Y,Pulp & paper,Y,0.13424,0.143966,839315.564734049,5661486.924610443
IT_67,SPINETTA MARENGO,IT-A-81,IT,3511.0,Production of electricity,44.88556,8.670278,1201,Y,Production of electricity,N,0.130393,0.129573,965170.9319961282,5603523.206898697
IT_574,Italcementi-Cementeria di Samatzai,IT-A-840,IT,2351.0,Non-metallic minerals,39.46972,9.024167,1206,Y,Cement,Y,0.129774,0.207554,1004565.6752734672,4789180.023969572
IT_75,Cokeria di San Giuseppe di Cairo,IT-A-94,IT,1910.0,Coke ovens,44.3808,8.2897,1208,Y,Iron & steel,Y,0.129374,0.129179,922805.1828290042,5524562.221224465
IT_64,Sedamyl Saluzzo,IT-A-77,IT,1062.0,"Food, beverages & tobacco",44.649444,7.483333,1214,Y,No EIGL,Y,0.128459,0.126464,833040.8189965084,5566501.420918119
IT_100,CENTRALE DI COGENERAZIONE AEROPORTO MALPENSA,IT-A-121,IT,3511.0,Production of electricity,45.6203,8.7397,1239,Y,Production of electricity,N,0.122997,0.118312,972898.953685976,5719709.418400221
IT_124,Centrale di Cogenerazione,IT-A-150,IT,3500.0,Production of electricity,45.4172,9.2828,1270,Y,Production of electricity,N,0.118706,0.120528,1033356.5691358072,5687441.9639729615
