"aidres_sector_id","configuration_id","route_id","sector_id","product_id","route_name","abbreviation","description","mix_2018","mix_2030","mix_2040","mix_2050"
"2","19","19","cement","cement","CEM1-(BMW)Oxy-MEA","DPK/RMDR/CGM/CF/ASU/CM-MEA","Dry process kilns,Raw mill double rotator,Cement grinding mill,Combustion Furnace,Cryogenic air separation unit,Monoethanolamine Carbon Capture","0","0","0","0"
"2","20","20","cement","cement","CEM1-(BMW)Oxy-CaL","DPK/RMDR/CGM/CF/ASU/CaL/AC","Dry process kilns,Raw mill double rotator,Cement grinding mill,Combustion Furnace,Cryogenic air separation unit,Calcium looping,Air cooling","0","0","0","0"
"2","21","21","cement","cement","CEM2-(Coal)","DPK/RMDR/CGM/CF","Dry process kilns,Raw mill double rotator,Cement grinding mill,Combustion Furnace","0.54","0.47099","0.261145","0.0513"
"2","22","22","cement","cement","CEM2-(Coal)MEA","DPK/RMDR/CGM/CF/CM-MEA","Dry process kilns,Raw mill double rotator,Cement grinding mill,Combustion Furnace,Monoethanolamine Carbon Capture","0","0","0","0"
"2","23","23","cement","cement","CEM2-(Coal)CaL","DPK/RMDR/CGM/CF/CaL","Dry process kilns,Raw mill double rotator,Cement grinding mill,Combustion Furnace,Calcium looping","0","0.004942","0.019971","0.035"
"2","24","24","cement","cement","CEM2-(Coal)Oxy-MEA","DPK/RMDR/CGM/CF/ASU/CM-MEA","Dry process kilns,Raw mill double rotator,Cement grinding mill,Combustion Furnace,Cryogenic air separation unit,Monoethanolamine Carbon Capture","0","0","0","0"
"2","25","25","cement","cement","CEM2-(Coal)Oxy-CaL","DPK/RMDR/CGM/CF/ASU/CaL","Dry process kilns,Raw mill double rotator,Cement grinding mill,Combustion Furnace,Cryogenic air separation unit,Calcium looping","0","0.004942","0.019971","0.035"
"2","26","26","cement","cement","CEM2-(NG)","DPK/RMDR/CGM/CF","Dry process kilns,Raw mill double rotator,Cement grinding mill,Combustion Furnace","0","0","0","0"
"2","27","27","cement","cement","CEM2-(NG)MEA","DPK/RMDR/CGM/CF/CM-MEA","Dry process kilns,Raw mill double rotator,Cement grinding mill,Combustion Furnace,Monoethanolamine Carbon Capture","0","0","0","0"
"2","28","28","cement","cement","CEM2-(NG)CaL","DPK/RMDR/CGM/CF/CaL","Dry process kilns,Raw mill double rotator,Cement grinding mill,Combustion Furnace,Calcium looping","0","0","0","0"
"2","29","29","cement","cement","CEM2-(NG)Oxy-MEA","DPK/RMDR/CGM/CF/ASU/CM-MEA","Dry process kilns,Raw mill double rotator,Cement grinding mill,Combustion Furnace,Cryogenic air separation unit,Monoethanolamine Carbon Capture","0","0","0","0"
"2","30","30","cement","cement","CEM2-(NG)Oxy-CaL","DPK/RMDR/CGM/CF/ASU/CaL","Dry process kilns,Raw mill double rotator,Cement grinding mill,Combustion Furnace,Cryogenic air separation unit,Calcium looping","0","0","0","0"
"2","31","31","cement","cement","CEM2-(Afm)","DPK/RMDR/CGM/CF/AC","Dry process kilns,Raw mill double rotator,Cement grinding mill,Combustion Furnace,Air cooling","0.3","0.261661","0.145081","0.0285"
"2","32","32","cement","cement","CEM2-(Afm)MEA","DPK/RMDR/CGM/CF/CM-MEA","Dry process kilns,Raw mill double rotator,Cement grinding mill,Combustion Furnace,Monoethanolamine Carbon Capture","0","0.015157","0.061245","0.107333"
"2","33","33","cement","cement","CEM2-(Afm)CaL","DPK/RMDR/CGM/CF/CaL/AC","Dry process kilns,Raw mill double rotator,Cement grinding mill,Combustion Furnace,Calcium looping,Air cooling","0","0.015157","0.061245","0.107333"
"2","34","34","cement","cement","CEM2-(Afm)Oxy-MEA","DPK/RMDR/CGM/CF/ASU/CM-MEA","Dry process kilns,Raw mill double rotator,Cement grinding mill,Combustion Furnace,Cryogenic air separation unit,Monoethanolamine Carbon Capture","0","0","0","0"
"2","35","35","cement","cement","CEM2-(Afm)Oxy-CaL","DPK/RMDR/CGM/CF/ASU/CaL/AC","Dry process kilns,Raw mill double rotator,Cement grinding mill,Combustion Furnace,Cryogenic air separation unit,Calcium looping,Air cooling","0","0.015157","0.061245","0.107333"
"2","36","36","cement","cement","CEM2-(BMW)","DPK/RMDR/CGM/CF/AC","Dry process kilns,Raw mill double rotator,Cement grinding mill,Combustion Furnace,Air cooling","0.16","0.139553","0.077376","0.0152"
"2","37","37","cement","cement","CEM2-(BMW)MEA","DPK/RMDR/CGM/CF/CM-MEA","Dry process kilns,Raw mill double rotator,Cement grinding mill,Combustion Furnace,Monoethanolamine Carbon Capture","0","0.016345","0.066048","0.11575"
"2","38","38","cement","cement","CEM2-(BMW)CaL","DPK/RMDR/CGM/CF/CaL/AC","Dry process kilns,Raw mill double rotator,Cement grinding mill,Combustion Furnace,Calcium looping,Air cooling","0","0.016345","0.066048","0.11575"
"2","39","39","cement","cement","CEM2-(BMW)Oxy-MEA","DPK/RMDR/CGM/CF/ASU/CM-MEA","Dry process kilns,Raw mill double rotator,Cement grinding mill,Combustion Furnace,Cryogenic air separation unit,Monoethanolamine Carbon Capture","0","0.016345","0.066048","0.11575"
"2","40","40","cement","cement","CEM2-(BMW)Oxy-CaL","DPK/RMDR/CGM/CF/ASU/CaL/AC","Dry process kilns,Raw mill double rotator,Cement grinding mill,Combustion Furnace,Cryogenic air separation unit,Calcium looping,Air cooling","0","0.016345","0.066048","0.11575"
"2","41","41","cement","cement","LC3-(Coal)","DPK/RMDR/CGM/CF/KCC","Dry process kilns,Raw mill double rotator,Cement grinding mill,Combustion Furnace,Kaolinite clay calcination","0","0","0","0"
"2","42","42","cement","cement","LC3-(Coal)MEA","DPK/RMDR/CGM/CF/KCC/CM-MEA","Dry process kilns,Raw mill double rotator,Cement grinding mill,Combustion Furnace,Kaolinite clay calcination,Monoethanolamine Carbon Capture","0","0","0","0"
"2","43","43","cement","cement","LC3-(Coal)CaL","DPK/RMDR/CGM/CF/KCC/CaL","Dry process kilns,Raw mill double rotator,Cement grinding mill,Combustion Furnace,Kaolinite clay calcination,Calcium looping","0","0.000706","0.002853","0.005"
"2","44","44","cement","cement","LC3-(Coal)Oxy-MEA","DPK/RMDR/CGM/CF/ASU/KCC/CM-MEA","Dry process kilns,Raw mill double rotator,Cement grinding mill,Combustion Furnace,Cryogenic air separation unit,Kaolinite clay calcination,Monoethanolamine Carbon Capture","0","0","0","0"
"2","45","45","cement","cement","LC3-(Coal)Oxy-CaL","DPK/RMDR/CGM/CF/ASU/KCC/CaL","Dry process kilns,Raw mill double rotator,Cement grinding mill,Combustion Furnace,Cryogenic air separation unit,Kaolinite clay calcination,Calcium looping","0","0","0","0"
"2","46","46","cement","cement","LC3-(NG)","DPK/RMDR/CGM/CF/KCC","Dry process kilns,Raw mill double rotator,Cement grinding mill,Combustion Furnace,Kaolinite clay calcination","0","0","0","0"
"2","47","47","cement","cement","LC3-(NG)MEA","DPK/RMDR/CGM/CF/KCC/CM-MEA","Dry process kilns,Raw mill double rotator,Cement grinding mill,Combustion Furnace,Kaolinite clay calcination,Monoethanolamine Carbon Capture","0","0.000706","0.002853","0.005"
"2","48","48","cement","cement","LC3-(NG)CaL","DPK/RMDR/CGM/CF/KCC/CaL","Dry process kilns,Raw mill double rotator,Cement grinding mill,Combustion Furnace,Kaolinite clay calcination,Calcium looping","0","0.000706","0.002853","0.005"
"2","49","49","cement","cement","LC3-(NG)Oxy-MEA","DPK/RMDR/CGM/CF/ASU/KCC/CM-MEA","Dry process kilns,Raw mill double rotator,Cement grinding mill,Combustion Furnace,Cryogenic air separation unit,Kaolinite clay calcination,Monoethanolamine Carbon Capture","0","0","0","0"
"2","50","50","cement","cement","LC3-(NG)Oxy-CaL","DPK/RMDR/CGM/CF/ASU/KCC/CaL","Dry process kilns,Raw mill double rotator,Cement grinding mill,Combustion Furnace,Cryogenic air separation unit,Kaolinite clay calcination,Calcium looping","0","0.000706","0.002853","0.005"
"2","51","51","cement","cement","LC3-(Afm)","DPK/RMDR/CGM/CF/KCC/AC","Dry process kilns,Raw mill double rotator,Cement grinding mill,Combustion Furnace,Kaolinite clay calcination,Air cooling","0","0","0","0"
"2","52","52","cement","cement","LC3-(Afm)MEA","DPK/RMDR/CGM/CF/KCC/CM-MEA","Dry process kilns,Raw mill double rotator,Cement grinding mill,Combustion Furnace,Kaolinite clay calcination,Monoethanolamine Carbon Capture","0","0.000706","0.002853","0.005"
"2","53","53","cement","cement","LC3-(Afm)CaL","DPK/RMDR/CGM/CF/KCC/CaL/AC","Dry process kilns,Raw mill double rotator,Cement grinding mill,Combustion Furnace,Kaolinite clay calcination,Calcium looping,Air cooling","0","0.000706","0.002853","0.005"
"2","54","54","cement","cement","LC3-(Afm)Oxy-MEA","DPK/RMDR/CGM/CF/ASU/KCC/CM-MEA","Dry process kilns,Raw mill double rotator,Cement grinding mill,Combustion Furnace,Cryogenic air separation unit,Kaolinite clay calcination,Monoethanolamine Carbon Capture","0","0.000706","0.002853","0.005"
"2","55","55","cement","cement","LC3-(Afm)Oxy-CaL","DPK/RMDR/CGM/CF/ASU/KCC/CaL/AC","Dry process kilns,Raw mill double rotator,Cement grinding mill,Combustion Furnace,Cryogenic air separation unit,Kaolinite clay calcination,Calcium looping,Air cooling","0","0.000706","0.002853","0.005"
"2","56","56","cement","cement","LC3-(BMW)","DPK/RMDR/CGM/CF/KCC/AC","Dry process kilns,Raw mill double rotator,Cement grinding mill,Combustion Furnace,Kaolinite clay calcination,Air cooling","0","0","0","0"
"2","57","57","cement","cement","LC3-(BMW)MEA","DPK/RMDR/CGM/CF/KCC/CM-MEA","Dry process kilns,Raw mill double rotator,Cement grinding mill,Combustion Furnace,Kaolinite clay calcination,Monoethanolamine Carbon Capture","0","0","0","0"
"2","58","58","cement","cement","LC3-(BMW)CaL","DPK/RMDR/CGM/CF/KCC/CaL/AC","Dry process kilns,Raw mill double rotator,Cement grinding mill,Combustion Furnace,Kaolinite clay calcination,Calcium looping,Air cooling","0","0","0","0"
"2","59","59","cement","cement","LC3-(BMW)Oxy-MEA","DPK/RMDR/CGM/CF/ASU/KCC/CM-MEA","Dry process kilns,Raw mill double rotator,Cement grinding mill,Combustion Furnace,Cryogenic air separation unit,Kaolinite clay calcination,Monoethanolamine Carbon Capture","0","0.000706","0.002853","0.005"
"2","60","60","cement","cement","LC3-(BMW)Oxy-CaL","DPK/RMDR/CGM/CF/ASU/KCC/CaL/AC","Dry process kilns,Raw mill double rotator,Cement grinding mill,Combustion Furnace,Cryogenic air separation unit,Kaolinite clay calcination,Calcium looping,Air cooling","0","0.000706","0.002853","0.005"
"2","61","62","cement","cement","EU-mix-2030","AC/ASU/CF/CGM/CM-MEA/CaL/DPK/KCC/RMDR","Air cooling,Cryogenic air separation unit,Combustion Furnace,Cement grinding mill,Monoethanolamine Carbon Capture,Calcium looping,Dry process kilns,Kaolinite clay calcination,Raw mill double rotator","0","1","0","0"
"2","62","63","cement","cement","EU-mix-2040","AC/ASU/CF/CGM/CM-MEA/CaL/DPK/KCC/RMDR","Air cooling,Cryogenic air separation unit,Combustion Furnace,Cement grinding mill,Monoethanolamine Carbon Capture,Calcium looping,Dry process kilns,Kaolinite clay calcination,Raw mill double rotator","0","0","1","0"
"2","63","64","cement","cement","EU-mix-2050","AC/ASU/CF/CGM/CM-MEA/CaL/DPK/KCC/RMDR","Air cooling,Cryogenic air separation unit,Combustion Furnace,Cement grinding mill,Monoethanolamine Carbon Capture,Calcium looping,Dry process kilns,Kaolinite clay calcination,Raw mill double rotator","0","0","0","1"
"6","64","24","chemical","chemical-PE","(NG)PE","PE/NGF/AC/WT","Polymerization (Polyethylene),NG Furnace,Air cooling,Water cooling","1","0.69368","0.34684","0"
"6","65","25","chemical","chemical-PE","(NG)PE-MEA","PE/NGF/AC/WT/MEA","Polymerization (Polyethylene),NG Furnace,Air cooling,Water cooling,Monoethanolamine carbon capture","0","0.09586","0.2044","0.31295"
"6","66","26","chemical","chemical-PE","(H2)PE","PE/H2F/AC/EtOAc-WT","Polymerization (Polyethylene),H2 Furnace,Air cooling,EtOAc-water cooling","0","0.10523","0.22438","0.34353"
"6","67","27","chemical","chemical-PE","(H2)PE-AEL","PE/H2F/AC/EtOAc-WT/AEL","Polymerization (Polyethylene),H2 Furnace,Air cooling,EtOAc-water cooling,Alkaline electrolyzer","0","0","0","0"
"6","68","28","chemical","chemical-PE","(EL)PE","PE/AC/EtOAc-WT/ELF","Polymerization (Polyethylene),Air cooling,EtOAc-water cooling,EL Furnace","0","0.10523","0.22438","0.34353"
"6","69","6","chemical","chemical-PE","EU-mix-2018","AC/NGF/PE/WT","Air cooling,NG Furnace,Polymerization (Polyethylene),Water cooling","1","0","0","0"
"6","70","7","chemical","chemical-PE","EU-mix-2030","AC/ELF/EtOAc-WT/H2F/MEA/NGF/PE/WT","Air cooling,EL Furnace,EtOAc-water cooling,H2 Furnace,Monoethanolamine carbon capture,NG Furnace,Polymerization (Polyethylene),Water cooling","0","1","0","0"
"6","71","8","chemical","chemical-PE","EU-mix-2040","AC/ELF/EtOAc-WT/H2F/MEA/NGF/PE/WT","Air cooling,EL Furnace,EtOAc-water cooling,H2 Furnace,Monoethanolamine carbon capture,NG Furnace,Polymerization (Polyethylene),Water cooling","0","0","1","0"
"6","72","9","chemical","chemical-PE","EU-mix-2050","AC/ELF/EtOAc-WT/H2F/MEA/NGF/PE/WT","Air cooling,EL Furnace,EtOAc-water cooling,H2 Furnace,Monoethanolamine carbon capture,NG Furnace,Polymerization (Polyethylene),Water cooling","0","0","0","1"
"6","73","29","chemical","chemical-PEA","(NG)PEA","PEA/NGF/AC/EtOAc-WT","Polymerization (Poly-ethyl-acetate),NG Furnace,Air cooling,EtOAc-water cooling","1","0.69378","0.34689","0"
"6","74","30","chemical","chemical-PEA","(NG)PEA-MEA","PEA/NGF/AC/EtOAc-WT/MEA","Polymerization (Poly-ethyl-acetate),NG Furnace,Air cooling,EtOAc-water cooling,Monoethanolamine carbon capture","0","0.11221","0.23932","0.36643"
"6","75","31","chemical","chemical-PEA","(H2)PEA","PEA/H2F/AC/EtOAc-WT","Polymerization (Poly-ethyl-acetate),H2 Furnace,Air cooling,EtOAc-water cooling","0","0.097","0.20689","0.31678"
"6","76","32","chemical","chemical-PEA","(H2)PEA-AEL","PEA/H2F/AC/EtOAc-WT/AEL","Polymerization (Poly-ethyl-acetate),H2 Furnace,Air cooling,EtOAc-water cooling,Alkaline electrolyzer","0","0","0","0"
"6","77","33","chemical","chemical-PEA","(EL)PEA","PEA/AC/EtOAc-WT/ELF","Polymerization (Poly-ethyl-acetate),Air cooling,EtOAc-water cooling,EL Furnace","0","0.097","0.20689","0.31678"
"6","78","6","chemical","chemical-PEA","EU-mix-2018","AC/EtOAc-WT/NGF/PEA","Air cooling,EtOAc-water cooling,NG Furnace,Polymerization (Poly-ethyl-acetate)","1","0","0","0"
"6","79","7","chemical","chemical-PEA","EU-mix-2030","AC/ELF/EtOAc-WT/H2F/MEA/NGF/PEA","Air cooling,EL Furnace,EtOAc-water cooling,H2 Furnace,Monoethanolamine carbon capture,NG Furnace,Polymerization (Poly-ethyl-acetate)","0","1","0","0"
"6","80","8","chemical","chemical-PEA","EU-mix-2040","AC/ELF/EtOAc-WT/H2F/MEA/NGF/PEA","Air cooling,EL Furnace,EtOAc-water cooling,H2 Furnace,Monoethanolamine carbon capture,NG Furnace,Polymerization (Poly-ethyl-acetate)","0","0","1","0"
"6","81","9","chemical","chemical-PEA","EU-mix-2050","AC/ELF/EtOAc-WT/H2F/MEA/NGF/PEA","Air cooling,EL Furnace,EtOAc-water cooling,H2 Furnace,Monoethanolamine carbon capture,NG Furnace,Polymerization (Poly-ethyl-acetate)","0","0","0","1"
"6","82","1","chemical","chemical-olefins","(LN)O","AC/REFR/NTO/NTO-EL","Air cooling,Refrigerator,Naphtha-to-olefins,Naphtha-to-olefins electric","1","0.69368","0.34684","0"
"6","83","2","chemical","chemical-olefins","(LN)O-MEA","NGF/REFR/MEA/NTO","NG Furnace,Refrigerator,Monoethanolamine carbon capture,Naphtha-to-olefins","0","0.02496","0.05322","0.08148"
"6","84","3","chemical","chemical-olefins","(LN+EL)O","AC/REFR/NTO/NTO-EL","Air cooling,Refrigerator,Naphtha-to-olefins,Naphtha-to-olefins electric","0","0.01815","0.03871","0.05926"
"6","85","9","chemical","chemical-olefins","(MeOH)O","AC/MTO","Air cooling,Methanol-to-olefins","0","0","0","0"
"6","86","10","chemical","chemical-olefins","(MeOH)O-MEA","AC/MEA/MTO","Air cooling,Monoethanolamine carbon capture,Methanol-to-olefins","0","0.0953","0.2032","0.31111"
"6","87","14","chemical","chemical-olefins","((BM)MeOH)O","Biogasi/FT/MEOH/AC/EtOAc-WT/MTO/Biogasi/FT/MEOH","Biomass gasification,FT fuel synthesis,Methanol synthesis,Air cooling,EtOAc-water cooling,Methanol-to-olefins,Biomass gasification,FT fuel synthesis,Methanol synthesis","0","0.0363","0.07741","0.11852"
"6","88","15","chemical","chemical-olefins","((BM)MeOH)O-MEA","Biogasi/FT/MEOH/AC/EtOAc-WT/MEA/MTO/Biogasi/FT/MEOH/Efuel-MEA","Biomass gasification,FT fuel synthesis,Methanol synthesis,Air cooling,EtOAc-water cooling,Monoethanolamine carbon capture,Methanol-to-olefins,Biomass gasification,FT fuel synthesis,Methanol synthesis,Monoethanolamine Carbon Capture","0","0","0","0"
"6","89","16","chemical","chemical-olefins","((BM+H2)MeOH)O","Biogasi/FT/MEOH/AC/EtOAc-WT/MTO/Biogasi/FT/MEOH","Biomass gasification,FT fuel synthesis,Methanol synthesis,Air cooling,EtOAc-water cooling,Methanol-to-olefins,Biomass gasification,FT fuel synthesis,Methanol synthesis","0","0.0363","0.07741","0.11852"
"6","90","17","chemical","chemical-olefins","((BM+H2)MeOH)O-AEL","Biogasi/FT/MEOH/AC/EtOAc-WT/AEL/MTO/Biogasi/FT/MEOH","Biomass gasification,FT fuel synthesis,Methanol synthesis,Air cooling,EtOAc-water cooling,Alkaline electrolyzer,Methanol-to-olefins,Biomass gasification,FT fuel synthesis,Methanol synthesis","0","0","0","0"
"6","91","18","chemical","chemical-olefins","((BM+H2)MeOH)O-MEA","Biogasi/FT/MEOH/AC/EtOAc-WT/MEA/MTO/Biogasi/FT/MEOH/Efuel-MEA","Biomass gasification,FT fuel synthesis,Methanol synthesis,Air cooling,EtOAc-water cooling,Monoethanolamine carbon capture,Methanol-to-olefins,Biomass gasification,FT fuel synthesis,Methanol synthesis,Monoethanolamine Carbon Capture","0","0","0","0"
"6","92","19","chemical","chemical-olefins","((BM+H2)MeOH)O-MEA-AEL","Biogasi/FT/MEOH/AC/EtOAc-WT/MEA/AEL/MTO/Biogasi/FT/MEOH/Efuel-MEA","Biomass gasification,FT fuel synthesis,Methanol synthesis,Air cooling,EtOAc-water cooling,Monoethanolamine carbon capture,Alkaline electrolyzer,Methanol-to-olefins,Biomass gasification,FT fuel synthesis,Methanol synthesis,Monoethanolamine Carbon Capture","0","0","0","0"
"6","93","20","chemical","chemical-olefins","((COEL)MeOH)O","COELEC/MEOH/AC/EtOAc-WT/MTO/COELEC/MEOH","Coelectrolysis,Methanol synthesis,Air cooling,EtOAc-water cooling,Methanol-to-olefins,Coelectrolysis,Methanol synthesis","0","0","0","0"
"6","94","22","chemical","chemical-olefins","((COEL)MeOH)O-MEA","COELEC/MEOH/AC/EtOAc-WT/MEA/MTO/COELEC/MEOH/Efuel-MEA","Coelectrolysis,Methanol synthesis,Air cooling,EtOAc-water cooling,Monoethanolamine carbon capture,Methanol-to-olefins,Coelectrolysis,Methanol synthesis,Monoethanolamine Carbon Capture","0","0.0953","0.2032","0.31111"
"6","95","14","chemical","chemical-olefins","EU-mix-2018","AC/NTO/NTO-EL/REFR","Air cooling,Naphtha-to-olefins,Naphtha-to-olefins electric,Refrigerator","1","0","0","0"
"6","96","15","chemical","chemical-olefins","EU-mix-2030","AC/Biogasi/COELEC/Efuel-MEA/EtOAc-WT/FT/MEA/MEOH/MTO/NGF/NTO/NTO-EL/REFR","Air cooling,Biomass gasification,Coelectrolysis,Monoethanolamine Carbon Capture,EtOAc-water cooling,FT fuel synthesis,Monoethanolamine carbon capture,Methanol synthesis,Methanol-to-olefins,NG Furnace,Naphtha-to-olefins,Naphtha-to-olefins electric,Refrigerator","0","1","0","0"
"6","97","16","chemical","chemical-olefins","EU-mix-2040","AC/Biogasi/COELEC/Efuel-MEA/EtOAc-WT/FT/MEA/MEOH/MTO/NGF/NTO/NTO-EL/REFR","Air cooling,Biomass gasification,Coelectrolysis,Monoethanolamine Carbon Capture,EtOAc-water cooling,FT fuel synthesis,Monoethanolamine carbon capture,Methanol synthesis,Methanol-to-olefins,NG Furnace,Naphtha-to-olefins,Naphtha-to-olefins electric,Refrigerator","0","0","1","0"
"6","98","17","chemical","chemical-olefins","EU-mix-2050","AC/Biogasi/COELEC/Efuel-MEA/EtOAc-WT/FT/MEA/MEOH/MTO/NGF/NTO/NTO-EL/REFR","Air cooling,Biomass gasification,Coelectrolysis,Monoethanolamine Carbon Capture,EtOAc-water cooling,FT fuel synthesis,Monoethanolamine carbon capture,Methanol synthesis,Methanol-to-olefins,NG Furnace,Naphtha-to-olefins,Naphtha-to-olefins electric,Refrigerator","0","0","0","1"
"5","99","1","fertiliser","fertiliser-ammonia","(NG)NH3","REFR/NGNH3/CoolT/NGF","Refrigerator conventional,Ammonia plant conventional,Cooling tower,Natural gas Furnace","1","0.69983","0.35983","0.01983"
"5","100","2","fertiliser","fertiliser-ammonia","(NG)NH3-MEA","REFR/NGNH3/CoolT/NGF/MEA","Refrigerator conventional,Ammonia plant conventional,Cooling tower,Natural gas Furnace,Monoethanolamine Carbon Capture","0","0","0","0"
"5","101","3","fertiliser","fertiliser-ammonia","(NG)NH3-DEA","REFR/NGNH3/CoolT/NGF","Refrigerator conventional,Ammonia plant conventional,Cooling tower,Natural gas Furnace","0","0.01762","0.03758","0.05754"
"5","102","4","fertiliser","fertiliser-ammonia","(NG)NH3-MEA-DEA","REFR/NGNH3/CoolT/NGF/MEA","Refrigerator conventional,Ammonia plant conventional,Cooling tower,Natural gas Furnace,Monoethanolamine Carbon Capture","0","0.01762","0.03758","0.05754"
"5","103","5","fertiliser","fertiliser-ammonia","(NG)NH3-MVR","REFR/STN/NGNH3/CoolT/NGF/MVR","Refrigerator conventional,Steam network,Ammonia plant conventional,Cooling tower,Natural gas Furnace,Mechanical vapor recompression","0","0","0","0"
"5","104","6","fertiliser","fertiliser-ammonia","(NG)NH3-MVR-MEA","REFR/STN/NGNH3/CoolT/NGF/MVR/MEA","Refrigerator conventional,Steam network,Ammonia plant conventional,Cooling tower,Natural gas Furnace,Mechanical vapor recompression,Monoethanolamine Carbon Capture","0","0","0","0"
"5","105","7","fertiliser","fertiliser-ammonia","(NG)NH3-MVR-DEA","REFR/STN/NGNH3/CoolT/NGF/MVR","Refrigerator conventional,Steam network,Ammonia plant conventional,Cooling tower,Natural gas Furnace,Mechanical vapor recompression","0","0.01762","0.03758","0.05754"
"5","106","8","fertiliser","fertiliser-ammonia","(NG)NH3-MVR-MEA-DEA","REFR/STN/NGNH3/CoolT/NGF/MVR/MEA","Refrigerator conventional,Steam network,Ammonia plant conventional,Cooling tower,Natural gas Furnace,Mechanical vapor recompression,Monoethanolamine Carbon Capture","0","0.01762","0.03758","0.05754"
"5","107","9","fertiliser","fertiliser-ammonia","(BM)NH3","REFR/STN/BioNH3/CoolT","Refrigerator conventional,Steam network,Ammonia plant biomass,Cooling tower","0","0.01531","0.03266","0.05"
